Frame_410nm,MeanInt_410nm,Time_410nm,Realtime_410nm,Frame_470nm,MeanInt_470nm,Time_470nm,Realtime_470nm
770,1023.575744,38.5,15:30.0,769,930.4133884,38.45,15:29.9
772,1023.408824,38.6,15:30.1,771,927.7217996,38.55,15:30.0
774,1023.109759,38.7,15:30.2,773,926.7689633,38.65,15:30.1
776,1023.589654,38.8,15:30.3,775,926.7272332,38.75,15:30.2
778,1023.485329,38.9,15:30.4,777,926.3586177,38.85,15:30.3
780,1023.464464,39,15:30.5,779,927.8956749,38.95,15:30.4
782,1023.485329,39.1,15:30.6,781,926.581178,39.05,15:30.5
784,1023.443599,39.2,15:30.7,783,926.8246033,39.15,15:30.6
786,1023.540969,39.3,15:30.8,785,926.3586177,39.25,15:30.7
788,1023.297544,39.4,15:30.9,787,926.9567485,39.35,15:30.8
790,1023.687025,39.5,15:31.0,789,927.5409694,39.45,15:30.9
792,1023.311454,39.6,15:31.1,791,928.1808303,39.55,15:31.0
794,1023.360139,39.7,15:31.2,793,927.4505542,39.65,15:31.1
796,1023.624429,39.8,15:31.3,795,928.4938057,39.75,15:31.2
798,1023.325364,39.9,15:31.4,797,927.2001739,39.85,15:31.3
800,1023.346229,40,15:31.5,799,927.4714193,39.95,15:31.4
802,1023.714845,40.1,15:31.6,801,927.5061943,40.05,15:31.5
804,1023.547924,40.2,15:31.7,803,927.0610737,40.15,15:31.6
806,1023.158444,40.3,15:31.8,805,927.5340143,40.25,15:31.7
808,1023.172354,40.4,15:31.9,807,925.6978918,40.35,15:31.8
810,1023.895675,40.5,15:32.0,809,927.4088242,40.45,15:31.9
812,1023.262769,40.6,15:32.1,811,927.304499,40.55,15:32.0
814,1023.401869,40.7,15:32.2,813,925.5448815,40.65,15:32.1
816,1023.401869,40.8,15:32.3,815,926.588133,40.75,15:32.2
818,1023.179309,40.9,15:32.4,817,926.2821126,40.85,15:32.3
820,1023.471419,41,15:32.5,819,925.843947,40.95,15:32.4
822,1023.005434,41.1,15:32.6,821,925.3362313,41.05,15:32.5
824,1023.464464,41.2,15:32.7,823,926.8106933,41.15,15:32.6
826,1023.450554,41.3,15:32.8,825,925.3570963,41.25,15:32.7
828,1023.422734,41.4,15:32.9,827,925.4475114,41.35,15:32.8
830,1023.485329,41.5,15:33.0,829,926.8871984,41.45,15:32.9
832,1023.227994,41.6,15:33.1,831,926.8037383,41.55,15:33.0
834,1023.193219,41.7,15:33.2,833,927.0680287,41.65,15:33.1
836,1023.575744,41.8,15:33.3,835,928.0486851,41.75,15:33.2
838,1023.290589,41.9,15:33.4,837,927.2210389,41.85,15:33.3
840,1023.464464,42,15:33.5,839,928.3894805,41.95,15:33.4
842,1023.408824,42.1,15:33.6,841,925.9343621,42.05,15:33.5
844,1023.603564,42.2,15:33.7,843,926.7550532,42.15,15:33.6
846,1023.471419,42.3,15:33.8,845,925.871767,42.25,15:33.7
848,1023.262769,42.4,15:33.9,847,926.1986525,42.35,15:33.8
850,1023.617474,42.5,15:34.0,849,926.3307977,42.45,15:33.9
852,1023.603564,42.6,15:34.1,851,927.1653988,42.55,15:34.0
854,1023.367094,42.7,15:34.2,853,928.0695501,42.65,15:34.1
856,1023.186264,42.8,15:34.3,855,927.0193436,42.75,15:34.2
858,1023.339274,42.9,15:34.4,857,925.3918713,42.85,15:34.3
860,1023.554879,43,15:34.5,859,925.8230819,42.95,15:34.4
862,1023.116714,43.1,15:34.6,861,925.7674419,43.05,15:34.5
864,1023.69398,43.2,15:34.7,863,927.7774397,43.15,15:34.6
866,1023.478374,43.3,15:34.8,865,925.6352967,43.25,15:34.7
868,1023.547924,43.4,15:34.9,867,924.7867855,43.35,15:34.8
870,1023.214084,43.5,15:35.0,869,925.6700717,43.45,15:34.9
872,1023.422734,43.6,15:35.1,871,926.3029776,43.55,15:35.0
874,1023.387959,43.7,15:35.2,873,926.6994132,43.65,15:35.1
876,1023.429689,43.8,15:35.3,875,926.6368181,43.75,15:35.2
878,1023.360139,43.9,15:35.4,877,927.0123886,43.85,15:35.3
880,1023.360139,44,15:35.5,879,927.3949141,43.95,15:35.4
882,1023.332319,44.1,15:35.6,881,926.8732884,44.05,15:35.5
884,1023.353184,44.2,15:35.7,883,924.0704195,44.15,15:35.6
886,1023.144534,44.3,15:35.8,885,924.5990002,44.25,15:35.7
888,1023.165399,44.4,15:35.9,887,925.134536,44.35,15:35.8
890,1023.659205,44.5,15:36.0,889,925.9134971,44.45,15:35.9
892,1023.123669,44.6,15:36.1,891,928.5564008,44.55,15:36.0
894,1023.297544,44.7,15:36.2,893,928.5981308,44.65,15:36.1
896,1023.88872,44.8,15:36.3,895,928.6746359,44.75,15:36.2
898,1023.262769,44.9,15:36.4,897,927.4088242,44.85,15:36.3
900,1023.367094,45,15:36.5,899,927.7426646,44.95,15:36.4
902,1023.234949,45.1,15:36.6,901,927.9304499,45.05,15:36.5
904,1023.429689,45.2,15:36.7,903,927.7565747,45.15,15:36.6
906,1023.123669,45.3,15:36.8,905,928.3407955,45.25,15:36.7
908,1023.415779,45.4,15:36.9,907,928.3129754,45.35,15:36.8
910,1023.123669,45.5,15:37.0,909,930.0865029,45.45,15:36.9
912,1023.297544,45.6,15:37.1,911,931.1923495,45.55,15:37.0
914,1023.506194,45.7,15:37.2,913,931.6235601,45.65,15:37.1
916,1023.290589,45.8,15:37.3,915,930.8932841,45.75,15:37.2
918,1023.374049,45.9,15:37.4,917,930.4690285,45.85,15:37.3
920,1023.464464,46,15:37.5,919,931.4566399,45.95,15:37.4
922,1023.401869,46.1,15:37.6,921,931.4983699,46.05,15:37.5
924,1023.290589,46.2,15:37.7,923,929.2032167,46.15,15:37.6
926,1023.610519,46.3,15:37.8,925,927.9582699,46.25,15:37.7
928,1023.603564,46.4,15:37.9,927,926.1569224,46.35,15:37.8
930,1023.172354,46.5,15:38.0,929,927.8052597,46.45,15:37.9
932,1023.492284,46.6,15:38.1,931,925.8300369,46.55,15:38.0
934,1023.367094,46.7,15:38.2,933,924.7033254,46.65,15:38.1
936,1023.610519,46.8,15:38.3,935,924.5294501,46.75,15:38.2
938,1022.963704,46.9,15:38.4,937,923.8548142,46.85,15:38.3
940,1023.346229,47,15:38.5,939,922.8950228,46.95,15:38.4
942,1023.596609,47.1,15:38.6,941,922.7002825,47.05,15:38.5
944,1023.367094,47.2,15:38.7,943,922.4846772,47.15,15:38.6
946,1023.248859,47.3,15:38.8,945,924.8354705,47.25,15:38.7
948,1023.248859,47.4,15:38.9,947,924.2512497,47.35,15:38.8
950,1023.69398,47.5,15:39.0,949,925.2040861,47.45,15:38.9
952,1023.367094,47.6,15:39.1,951,924.2790698,47.55,15:39.0
954,1023.561834,47.7,15:39.2,953,923.701804,47.65,15:39.1
956,1023.478374,47.8,15:39.3,955,923.5140187,47.75,15:39.2
958,1023.575744,47.9,15:39.4,957,923.0688981,47.85,15:39.3
960,1023.429689,48,15:39.5,959,924.3068898,47.95,15:39.4
962,1023.554879,48.1,15:39.6,961,923.7852641,48.05,15:39.5
964,1023.248859,48.2,15:39.7,963,923.0828081,48.15,15:39.6
966,1023.478374,48.3,15:39.8,965,923.9104542,48.25,15:39.7
968,1023.297544,48.4,15:39.9,967,923.701804,48.35,15:39.8
970,1023.506194,48.5,15:40.0,969,925.7883069,48.45,15:39.9
972,1023.346229,48.6,15:40.1,971,922.9576179,48.55,15:40.0
974,1023.457509,48.7,15:40.2,973,922.331667,48.65,15:40.1
976,1023.534014,48.8,15:40.3,975,922.1577918,48.75,15:40.2
978,1023.387959,48.9,15:40.4,977,923.2705933,48.85,15:40.3
980,1023.367094,49,15:40.5,979,923.6113888,48.95,15:40.4
982,1023.339274,49.1,15:40.6,981,923.6739839,49.05,15:40.5
984,1023.311454,49.2,15:40.7,983,922.5820474,49.15,15:40.6
986,1023.248859,49.3,15:40.8,985,922.7767877,49.25,15:40.7
988,1023.151489,49.4,15:40.9,987,922.3594871,49.35,15:40.8
990,1023.422734,49.5,15:41.0,989,923.1314932,49.45,15:40.9
992,1023.304499,49.6,15:41.1,991,922.5681374,49.55,15:41.0
994,1023.554879,49.7,15:41.2,993,920.8015649,49.65,15:41.1
996,1023.534014,49.8,15:41.3,995,920.8085199,49.75,15:41.2
998,1023.450554,49.9,15:41.4,997,922.7837427,49.85,15:41.3
1000,1023.631384,50,15:41.5,999,922.3803521,49.95,15:41.4
1002,1023.540969,50.1,15:41.6,1001,923.5835688,50.05,15:41.5
1004,1023.471419,50.2,15:41.7,1003,921.2119105,50.15,15:41.6
1006,1023.040209,50.3,15:41.8,1005,922.5333623,50.25,15:41.7
1008,1023.436644,50.4,15:41.9,1007,922.1786568,50.35,15:41.8
1010,1023.520104,50.5,15:42.0,1009,922.7002825,50.45,15:41.9
1012,1023.332319,50.6,15:42.1,1011,921.0032602,50.55,15:42.0
1014,1023.332319,50.7,15:42.2,1013,921.7544012,50.65,15:42.1
1016,1023.457509,50.8,15:42.3,1015,921.4483808,50.75,15:42.2
1018,1023.408824,50.9,15:42.4,1017,921.1284503,50.85,15:42.3
1020,1023.659205,51,15:42.5,1019,922.6794175,50.95,15:42.4
1022,1023.241904,51.1,15:42.6,1021,921.3231906,51.05,15:42.5
1024,1023.360139,51.2,15:42.7,1023,921.601391,51.15,15:42.6
1026,1023.464464,51.3,15:42.8,1025,922.8532928,51.25,15:42.7
1028,1023.68007,51.4,15:42.9,1027,923.2636383,51.35,15:42.8
1030,1023.269724,51.5,15:43.0,1029,921.573571,51.45,15:42.9
1032,1023.464464,51.6,15:43.1,1031,923.4236036,51.55,15:43.0
1034,1023.65225,51.7,15:43.2,1033,923.8548142,51.65,15:43.1
1036,1023.770485,51.8,15:43.3,1035,922.9019778,51.75,15:43.2
1038,1023.617474,51.9,15:43.4,1037,922.9854379,51.85,15:43.3
1040,1023.269724,52,15:43.5,1039,923.7922191,51.95,15:43.4
1042,1023.457509,52.1,15:43.6,1041,923.6113888,52.05,15:43.5
1044,1023.631384,52.2,15:43.7,1043,923.6739839,52.15,15:43.6
1046,1023.506194,52.3,15:43.8,1045,922.303847,52.25,15:43.7
1048,1023.374049,52.4,15:43.9,1047,922.7141926,52.35,15:43.8
1050,1023.137579,52.5,15:44.0,1049,925.2179961,52.45,15:43.9
1052,1023.262769,52.6,15:44.1,1051,923.8409042,52.55,15:44.0
1054,1023.520104,52.7,15:44.2,1053,924.3694849,52.65,15:44.1
1056,1023.401869,52.8,15:44.3,1055,924.8354705,52.75,15:44.2
1058,1023.269724,52.9,15:44.4,1057,925.3918713,52.85,15:44.3
1060,1023.547924,53,15:44.5,1059,925.2666812,52.95,15:44.4
1062,1023.186264,53.1,15:44.6,1061,924.5850902,53.05,15:44.5
1064,1023.332319,53.2,15:44.7,1063,925.9621821,53.15,15:44.6
1066,1023.262769,53.3,15:44.8,1065,923.1940882,53.25,15:44.7
1068,1023.234949,53.4,15:44.9,1067,924.5850902,53.35,15:44.8
1070,1023.172354,53.5,15:45.0,1069,923.9243643,53.45,15:44.9
1072,1023.401869,53.6,15:45.1,1071,922.7002825,53.55,15:45.0
1074,1023.485329,53.7,15:45.2,1073,923.8200391,53.65,15:45.1
1076,1023.207129,53.8,15:45.3,1075,922.4220822,53.75,15:45.2
1078,1023.534014,53.9,15:45.4,1077,923.1036731,53.85,15:45.3
1080,1023.332319,54,15:45.5,1079,920.7598348,53.95,15:45.4
1082,1023.255814,54.1,15:45.6,1081,921.9074114,54.05,15:45.5
1084,1023.095849,54.2,15:45.7,1083,923.054988,54.15,15:45.6
1086,1023.66616,54.3,15:45.8,1085,923.0897631,54.25,15:45.7
1088,1023.582699,54.4,15:45.9,1087,922.5333623,54.35,15:45.8
1090,1023.520104,54.5,15:46.0,1089,922.7350576,54.45,15:45.9
1092,1023.443599,54.6,15:46.1,1091,921.8169963,54.55,15:46.0
1094,1023.499239,54.7,15:46.2,1093,922.8741578,54.65,15:46.1
1096,1023.471419,54.8,15:46.3,1095,922.289937,54.75,15:46.2
1098,1023.547924,54.9,15:46.4,1097,922.8880678,54.85,15:46.3
1100,1023.346229,55,15:46.5,1099,921.4692458,54.95,15:46.4
1102,1023.589654,55.1,15:46.6,1101,921.7683112,55.05,15:46.5
1104,1023.80526,55.2,15:46.7,1103,921.7335362,55.15,15:46.6
1106,1023.346229,55.3,15:46.8,1105,921.1562704,55.25,15:46.7
1108,1023.513149,55.4,15:46.9,1107,920.9545751,55.35,15:46.8
1110,1023.534014,55.5,15:47.0,1109,922.9506629,55.45,15:46.9
1112,1023.339274,55.6,15:47.1,1111,922.9854379,55.55,15:47.0
1114,1023.401869,55.7,15:47.2,1113,922.4081721,55.65,15:47.1
1116,1023.374049,55.8,15:47.3,1115,922.1021517,55.75,15:47.2
1118,1023.054119,55.9,15:47.4,1117,922.8811128,55.85,15:47.3
1120,1023.575744,56,15:47.5,1119,922.324712,55.95,15:47.4
1122,1023.158444,56.1,15:47.6,1121,921.9004564,56.05,15:47.5
1124,1023.554879,56.2,15:47.7,1123,922.1021517,56.15,15:47.6
1126,1023.492284,56.3,15:47.8,1125,922.1577918,56.25,15:47.7
1128,1023.485329,56.4,15:47.9,1127,921.3718757,56.35,15:47.8
1130,1023.450554,56.5,15:48.0,1129,922.4359922,56.45,15:47.9
1132,1023.374049,56.6,15:48.1,1131,922.8602478,56.55,15:48.0
1134,1023.673115,56.7,15:48.2,1133,920.7181048,56.65,15:48.1
1136,1023.255814,56.8,15:48.3,1135,922.0534666,56.75,15:48.2
1138,1023.394914,56.9,15:48.4,1137,924.2512497,56.85,15:48.3
1140,1023.540969,57,15:48.5,1139,922.2482069,56.95,15:48.4
1142,1023.311454,57.1,15:48.6,1141,921.9908715,57.05,15:48.5
1144,1023.186264,57.2,15:48.7,1143,924.2512497,57.15,15:48.6
1146,1023.70789,57.3,15:48.8,1145,923.5418387,57.25,15:48.7
1148,1023.589654,57.4,15:48.9,1147,922.324712,57.35,15:48.8
1150,1023.478374,57.5,15:49.0,1149,923.8756792,57.45,15:48.9
1152,1023.70789,57.6,15:49.1,1151,923.5835688,57.55,15:49.0
1154,1023.186264,57.7,15:49.2,1153,920.6276896,57.65,15:49.1
1156,1023.269724,57.8,15:49.3,1155,923.2984134,57.75,15:49.2
1158,1023.429689,57.9,15:49.4,1157,922.5750924,57.85,15:49.3
1160,1023.394914,58,15:49.5,1159,923.1732232,57.95,15:49.4
1162,1023.673115,58.1,15:49.6,1161,924.5711802,58.05,15:49.5
1164,1023.248859,58.2,15:49.7,1163,923.3192784,58.15,15:49.6
1166,1023.401869,58.3,15:49.8,1165,924.466855,58.25,15:49.7
1168,1023.374049,58.4,15:49.9,1167,925.3640513,58.35,15:49.8
1170,1023.394914,58.5,15:50.0,1169,923.9521843,58.45,15:49.9
1172,1023.77744,58.6,15:50.1,1171,924.1956097,58.55,15:50.0
1174,1023.561834,58.7,15:50.2,1173,923.8826342,58.65,15:50.1
1176,1023.353184,58.8,15:50.3,1175,925.155401,58.75,15:50.2
1178,1023.617474,58.9,15:50.4,1177,923.9452293,58.85,15:50.3
1180,1023.7218,59,15:50.5,1179,922.9715279,58.95,15:50.4
1182,1023.255814,59.1,15:50.6,1181,924.8354705,59.05,15:50.5
1184,1023.353184,59.2,15:50.7,1183,925.2875462,59.15,15:50.6
1186,1023.026299,59.3,15:50.8,1185,925.1971311,59.25,15:50.7
1188,1023.401869,59.4,15:50.9,1187,923.6113888,59.35,15:50.8
1190,1023.575744,59.5,15:51.0,1189,923.5696588,59.45,15:50.9
1192,1023.415779,59.6,15:51.1,1191,924.1816996,59.55,15:51.0
1194,1023.69398,59.7,15:51.2,1193,924.9884808,59.65,15:51.1
1196,1023.429689,59.8,15:51.3,1195,926.7828733,59.75,15:51.2
1198,1023.374049,59.9,15:51.4,1197,926.0456423,59.85,15:51.3
1200,1023.360139,60,15:51.5,1199,924.3764399,59.95,15:51.4
1202,1023.394914,60.1,15:51.6,1201,925.134536,60.05,15:51.5
1204,1023.408824,60.2,15:51.7,1203,924.7033254,60.15,15:51.6
1206,1023.241904,60.3,15:51.8,1205,924.7450554,60.25,15:51.7
1208,1023.415779,60.4,15:51.9,1207,924.8006955,60.35,15:51.8
1210,1023.353184,60.5,15:52.0,1209,925.183221,60.45,15:51.9
1212,1023.527059,60.6,15:52.1,1211,922.8741578,60.55,15:52.0
1214,1023.450554,60.7,15:52.2,1213,923.6600739,60.65,15:52.1
1216,1023.332319,60.8,15:52.3,1215,923.4305586,60.75,15:52.2
1218,1023.394914,60.9,15:52.4,1217,922.7837427,60.85,15:52.3
1220,1023.151489,61,15:52.5,1219,923.8269941,60.95,15:52.4
1222,1023.394914,61.1,15:52.6,1221,925.0232558,61.05,15:52.5
1224,1023.603564,61.2,15:52.7,1223,924.0356444,61.15,15:52.6
1226,1023.443599,61.3,15:52.8,1225,923.4444686,61.25,15:52.7
1228,1023.304499,61.4,15:52.9,1227,925.3292762,61.35,15:52.8
1230,1023.77744,61.5,15:53.0,1229,923.2010433,61.45,15:52.9
1232,1023.610519,61.6,15:53.1,1231,924.5085851,61.55,15:53.0
1234,1023.450554,61.7,15:53.2,1233,925.9204521,61.65,15:53.1
1236,1023.582699,61.8,15:53.3,1235,923.2149533,61.75,15:53.2
1238,1023.346229,61.9,15:53.4,1237,923.0897631,61.85,15:53.3
1240,1023.527059,62,15:53.5,1239,924.8424256,61.95,15:53.4
1242,1023.387959,62.1,15:53.6,1241,924.2929798,62.05,15:53.5
1244,1023.304499,62.2,15:53.7,1243,923.708759,62.15,15:53.6
1246,1023.387959,62.3,15:53.8,1245,925.0093458,62.25,15:53.7
1248,1023.193219,62.4,15:53.9,1247,922.5472723,62.35,15:53.8
1250,1023.603564,62.5,15:54.0,1249,924.6268203,62.45,15:53.9
1252,1023.144534,62.6,15:54.1,1251,924.4599,62.55,15:54.0
1254,1023.276679,62.7,15:54.2,1253,925.4475114,62.65,15:54.1
1256,1023.325364,62.8,15:54.3,1255,924.9745707,62.75,15:54.2
1258,1023.603564,62.9,15:54.4,1257,927.1236688,62.85,15:54.3
1260,1023.332319,63,15:54.5,1259,926.5394479,62.95,15:54.4
1262,1023.186264,63.1,15:54.6,1261,926.1916975,63.05,15:54.5
1264,1023.367094,63.2,15:54.7,1263,928.2990654,63.15,15:54.6
1266,1023.513149,63.3,15:54.8,1265,932.6529015,63.25,15:54.7
1268,1023.109759,63.4,15:54.9,1267,943.2662465,63.35,15:54.8
1270,1023.304499,63.5,15:55.0,1269,953.3927407,63.45,15:54.9
1272,1023.019344,63.6,15:55.1,1271,960.9528363,63.55,15:55.0
1274,1023.283634,63.7,15:55.2,1273,962.5524886,63.65,15:55.1
1276,1023.464464,63.8,15:55.3,1275,961.5440122,63.75,15:55.2
1278,1023.367094,63.9,15:55.4,1277,957.9482721,63.85,15:55.3
1280,1023.394914,64,15:55.5,1279,956.3625299,63.95,15:55.4
1282,1023.262769,64.1,15:55.6,1281,955.1662682,64.05,15:55.5
1284,1023.088894,64.2,15:55.7,1283,954.2134319,64.15,15:55.6
1286,1023.339274,64.3,15:55.8,1285,952.4677244,64.25,15:55.7
1288,1023.332319,64.4,15:55.9,1287,951.2853727,64.35,15:55.8
1290,1023.255814,64.5,15:56.0,1289,949.3936101,64.45,15:55.9
1292,1023.401869,64.6,15:56.1,1291,948.2043034,64.55,15:56.0
1294,1023.499239,64.7,15:56.2,1293,948.621604,64.65,15:56.1
1296,1023.381004,64.8,15:56.3,1295,949.5466203,64.75,15:56.2
1298,1023.311454,64.9,15:56.4,1297,949.6579005,64.85,15:56.3
1300,1023.255814,65,15:56.5,1299,947.8495979,64.95,15:56.4
1302,1023.116714,65.1,15:56.6,1301,946.7507064,65.05,15:56.5
1304,1023.339274,65.2,15:56.7,1303,947.8009128,65.15,15:56.6
1306,1023.019344,65.3,15:56.8,1305,945.9856553,65.25,15:56.7
1308,1023.367094,65.4,15:56.9,1307,945.2066942,65.35,15:56.8
1310,1023.513149,65.5,15:57.0,1309,945.3249294,65.45,15:56.9
1312,1023.179309,65.6,15:57.1,1311,944.1773527,65.55,15:57.0
1314,1023.290589,65.7,15:57.2,1313,942.925451,65.65,15:57.1
1316,1023.207129,65.8,15:57.3,1315,942.2716801,65.75,15:57.2
1318,1023.179309,65.9,15:57.4,1317,941.4718539,65.85,15:57.3
1320,1023.464464,66,15:57.5,1319,943.1619213,65.95,15:57.4
1322,1023.200174,66.1,15:57.6,1321,941.0336883,66.05,15:57.5
1324,1023.325364,66.2,15:57.7,1323,939.6913714,66.15,15:57.6
1326,1023.318409,66.3,15:57.8,1325,941.7709194,66.25,15:57.7
1328,1023.346229,66.4,15:57.9,1327,940.4494675,66.35,15:57.8
1330,1023.054119,66.5,15:58.0,1329,939.2740709,66.45,15:57.9
1332,1023.422734,66.6,15:58.1,1331,940.6511628,66.55,15:58.0
1334,1023.506194,66.7,15:58.2,1333,939.1141056,66.65,15:58.1
1336,1023.561834,66.8,15:58.3,1335,939.5035862,66.75,15:58.2
1338,1023.394914,66.9,15:58.4,1337,938.9750054,66.85,15:58.3
1340,1023.367094,67,15:58.5,1339,937.6396436,66.95,15:58.4
1342,1023.116714,67.1,15:58.6,1341,938.0778092,67.05,15:58.5
1344,1023.575744,67.2,15:58.7,1343,936.9024125,67.15,15:58.6
1346,1023.061074,67.3,15:58.8,1345,936.8954575,67.25,15:58.7
1348,1023.130624,67.4,15:58.9,1347,935.5670506,67.35,15:58.8
1350,1023.471419,67.5,15:59.0,1349,935.1914801,67.45,15:58.9
1352,1023.297544,67.6,15:59.1,1351,934.9063247,67.55,15:59.0
1354,1023.575744,67.7,15:59.2,1353,935.5253206,67.65,15:59.1
1356,1023.485329,67.8,15:59.3,1355,935.5183656,67.75,15:59.2
1358,1023.283634,67.9,15:59.4,1357,934.0647685,67.85,15:59.3
1360,1023.443599,68,15:59.5,1359,933.3553575,67.95,15:59.4
1362,1023.534014,68.1,15:59.6,1361,934.2455988,68.05,15:59.5
1364,1023.339274,68.2,15:59.7,1363,935.2053901,68.15,15:59.6
1366,1023.659205,68.3,15:59.8,1365,933.9187133,68.25,15:59.7
1368,1023.172354,68.4,15:59.9,1367,935.4627255,68.35,15:59.8
1370,1023.381004,68.5,16:00.0,1369,934.2038687,68.45,15:59.9
1372,1023.346229,68.6,16:00.1,1371,935.7409259,68.55,16:00.0
1374,1023.353184,68.7,16:00.2,1373,931.9365355,68.65,16:00.1
1376,1023.068029,68.8,16:00.3,1375,932.1104108,68.75,16:00.2
1378,1023.304499,68.9,16:00.4,1377,930.0725929,68.85,16:00.3
1380,1023.394914,69,16:00.5,1379,931.6026951,68.95,16:00.4
1382,1023.561834,69.1,16:00.6,1381,931.6931102,69.05,16:00.5
1384,1023.631384,69.2,16:00.7,1383,930.7472289,69.15,16:00.6
1386,1023.255814,69.3,16:00.8,1385,931.1853945,69.25,16:00.7
1388,1023.464464,69.4,16:00.9,1387,931.3105847,69.35,16:00.8
1390,1023.547924,69.5,16:01.0,1389,931.0949794,69.45,16:00.9
1392,1023.186264,69.6,16:01.1,1391,931.2132145,69.55,16:01.0
1394,1023.436644,69.7,16:01.2,1393,933.0771571,69.65,16:01.1
1396,1023.81917,69.8,16:01.3,1395,930.3160183,69.75,16:01.2
1398,1023.422734,69.9,16:01.4,1397,930.2603782,69.85,16:01.3
1400,1023.311454,70,16:01.5,1399,930.844599,69.95,16:01.4
1402,1023.387959,70.1,16:01.6,1401,930.4272984,70.05,16:01.5
1404,1023.687025,70.2,16:01.7,1403,931.4218648,70.15,16:01.6
1406,1023.520104,70.3,16:01.8,1405,931.52619,70.25,16:01.7
1408,1023.589654,70.4,16:01.9,1407,931.0115192,70.35,16:01.8
1410,1023.290589,70.5,16:02.0,1409,929.9474027,70.45,16:01.9
1412,1023.673115,70.6,16:02.1,1411,929.9891328,70.55,16:02.0
1414,1023.527059,70.7,16:02.2,1413,929.9613128,70.65,16:02.1
1416,1023.200174,70.8,16:02.3,1415,932.1660509,70.75,16:02.2
1418,1023.207129,70.9,16:02.4,1417,930.1977831,70.85,16:02.3
1420,1023.346229,71,16:02.5,1419,930.5803086,70.95,16:02.4
1422,1023.429689,71.1,16:02.6,1421,929.0223864,71.05,16:02.5
1424,1023.165399,71.2,16:02.7,1423,928.737231,71.15,16:02.6
1426,1023.290589,71.3,16:02.8,1425,929.7248424,71.25,16:02.7
1428,1023.457509,71.4,16:02.9,1427,929.5022821,71.35,16:02.8
1430,1023.471419,71.5,16:03.0,1429,930.4620735,71.45,16:02.9
1432,1023.221039,71.6,16:03.1,1431,929.3353619,71.55,16:03.0
1434,1023.290589,71.7,16:03.2,1433,929.0223864,71.65,16:03.1
1436,1023.443599,71.8,16:03.3,1435,931.574875,71.75,16:03.2
1438,1023.415779,71.9,16:03.4,1437,929.5231471,71.85,16:03.3
1440,1023.485329,72,16:03.5,1439,931.3870898,71.95,16:03.4
1442,1023.130624,72.1,16:03.6,1441,928.5772658,72.05,16:03.5
1444,1022.866333,72.2,16:03.7,1443,929.9334927,72.15,16:03.6
1446,1023.172354,72.3,16:03.8,1445,927.4644642,72.25,16:03.7
1448,1023.374049,72.4,16:03.9,1447,926.8663334,72.35,16:03.8
1450,1023.248859,72.5,16:04.0,1449,927.8261248,72.45,16:03.9
1452,1023.311454,72.6,16:04.1,1451,928.1947403,72.55,16:04.0
1454,1023.346229,72.7,16:04.2,1453,926.7272332,72.65,16:04.1
1456,1023.728755,72.8,16:04.3,1455,925.183221,72.75,16:04.2
1458,1023.290589,72.9,16:04.4,1457,926.0178222,72.85,16:04.3
1460,1023.304499,73,16:04.5,1459,925.3153662,72.95,16:04.4
1462,1023.485329,73.1,16:04.6,1461,924.6963704,73.05,16:04.5
1464,1023.554879,73.2,16:04.7,1463,925.8230819,73.15,16:04.6
1466,1023.144534,73.3,16:04.8,1465,926.2751576,73.25,16:04.7
1468,1023.478374,73.4,16:04.9,1467,926.0734623,73.35,16:04.8
1470,1023.290589,73.5,16:05.0,1469,924.3764399,73.45,16:04.9
1472,1023.77744,73.6,16:05.1,1471,926.602043,73.55,16:05.0
1474,1023.172354,73.7,16:05.2,1473,923.8617692,73.65,16:05.1
1476,1023.617474,73.8,16:05.3,1475,923.8200391,73.75,16:05.2
1478,1023.214084,73.9,16:05.4,1477,925.0441208,73.85,16:05.3
1480,1023.290589,74,16:05.5,1479,923.4236036,73.95,16:05.4
1482,1023.325364,74.1,16:05.6,1481,924.1608346,74.05,16:05.5
1484,1023.276679,74.2,16:05.7,1483,924.1330146,74.15,16:05.6
1486,1023.304499,74.3,16:05.8,1485,923.4236036,74.25,16:05.7
1488,1023.186264,74.4,16:05.9,1487,925.2597261,74.35,16:05.8
1490,1023.297544,74.5,16:06.0,1489,924.8146055,74.45,16:05.9
1492,1023.200174,74.6,16:06.1,1491,922.999348,74.55,16:06.0
1494,1023.374049,74.7,16:06.2,1493,924.0286894,74.65,16:06.1
1496,1023.214084,74.8,16:06.3,1495,923.5557488,74.75,16:06.2
1498,1023.339274,74.9,16:06.4,1497,921.8448163,74.85,16:06.3
1500,1023.353184,75,16:06.5,1499,921.7404912,74.95,16:06.4
1502,1022.984569,75.1,16:06.6,1501,921.1701804,75.05,16:06.5
1504,1023.193219,75.2,16:06.7,1503,923.8965442,75.15,16:06.6
1506,1023.234949,75.3,16:06.8,1505,921.7822213,75.25,16:06.7
1508,1023.207129,75.4,16:06.9,1507,922.9089328,75.35,16:06.8
1510,1023.415779,75.5,16:07.0,1509,922.6098674,75.45,16:06.9
1512,1023.047164,75.6,16:07.1,1511,923.9660943,75.55,16:07.0
1514,1023.227994,75.7,16:07.2,1513,925.5031515,75.65,16:07.1
1516,1023.144534,75.8,16:07.3,1515,925.9065421,75.75,16:07.2
1518,1023.207129,75.9,16:07.4,1517,926.1986525,75.85,16:07.3
